voter_id,candidate_name,pc_name
Dhandhuka_V015761,Jadav Govindbhai Ramjibhai,Dhandhuka
Dhandhuka_V015762,Valjibhai Becharbhai Vaja,Dhandhuka
Dhandhuka_V015763,Parmar Karshandas Ukabhai,Dhandhuka
Dhandhuka_V015764,Parmar Natvarlal Bhagvandas,Dhandhuka
Dhandhuka_V015765,Makwana Narsinhbhai Karsanbhai,Dhandhuka
Ahmedabad_V015766,Dilip Gadhvi,Ahmedabad
Ahmedabad_V015767,Jagatsing Chandansing Chhabda,Ahmedabad
Ahmedabad_V015768,Dava Mahendrakumar Maganlal,Ahmedabad
Ahmedabad_V015769,Bhat Ajitkumar Parmanand,Ahmedabad
Ahmedabad_V015770,Barot Nandial Khodidas,Ahmedabad
Ahmedabad_V015771,Rathod Muljibhai Ratnabhai,Ahmedabad
Ahmedabad_V015772,Prabhashankar Master,Ahmedabad
Ahmedabad_V015773,Utasav Rana,Ahmedabad
Ahmedabad_V015774,Bhagubhai Dahyabhai Patel (Lotuswala),Ahmedabad
Ahmedabad_V015775,Ahsan Jafri,Ahmedabad
Ahmedabad_V015776,Krushnavadan Joshi,Ahmedabad
Ahmedabad_V015777,Maganbhai Barot,Ahmedabad
Gandhinagar_V015778,Singrotiya Muljibhai Mohanbhai,Gandhinagar
Gandhinagar_V015779,Daridranarayan Sharma,Gandhinagar
Gandhinagar_V015780,Chimanbhai Amin,Gandhinagar
Gandhinagar_V015781,Gohil Manilal Varubhai,Gandhinagar
Gandhinagar_V015782,Puroshottam Ganesh Navalankar,Gandhinagar
Gandhinagar_V015783,Amrit Mohanal Patel,Gandhinagar
Mehsana_V015784,Kureshi Fattekhan Mahammadkhan,Mehsana
Mehsana_V015785,Raval Kalidas Dalichandbhai,Mehsana
Mehsana_V015786,Patel Ratilal Kanjibhai,Mehsana
Mehsana_V015787,Dechandbhai Patel Sanderwala,Mehsana
Mehsana_V015788,Patel Atmaram Maganlal,Mehsana
Mehsana_V015789,Raval Narendrakumar Mohanlal,Mehsana
Mehsana_V015790,Chaudhary Motibhai Ranchhodbhai,Mehsana
Patan_V015791,Shrimali Laxmanbhai Maganbhai,Patan
Patan_V015792,Solanki Sevantilal Kalabhai,Patan
Patan_V015793,Chavda Khemchanbhai Somabhai,Patan
Patan_V015794,Parmar Hiralal Ranchhoddas,Patan
Banaskantha_V015795,Premubhai Narayanlal Trivedi,Banaskantha
Banaskantha_V015796,Shah Suketu Jayantilal,Banaskantha
Banaskantha_V015797,Achhva Kasambhai Mahmadbhai,Banaskantha
Banaskantha_V015798,Bheravdan Khetdanji Gadhavi,Banaskantha
Sabarkantha_V015799,Desai Dharmeddra Madhubhai,Sabarkantha
Sabarkantha_V015800,Patel Manilal Maganlal,Sabarkantha
Sabarkantha_V015801,B.N. Patel,Sabarkantha
Sabarkantha_V015802,Agrawal Madanlal Ambalal,Sabarkantha
Sabarkantha_V015803,Bhatt Madhusudan Dahyalal,Sabarkantha
Sabarkantha_V015804,Kamaljeet Kaur,Sabarkantha
Sabarkantha_V015805,H.M. Patel,Sabarkantha
Sabarkantha_V015806,Patel Shantubhai Cunibhai,Sabarkantha
Kapadvanj_V015807,Zala Kansinh Sardarsinh,Kapadvanj
Kapadvanj_V015808,Shah Jayantilal Ambalal,Kapadvanj
Kapadvanj_V015809,Patel Shankarbhai Devjibhai,Kapadvanj
Kapadvanj_V015810,Vaghela Shankarji Laxmanji,Kapadvanj
Kapadvanj_V015811,Solanki Natavarsinhji Kesarisinhji,Kapadvanj
Dohad_V015812,Katara Singjibhai Jaljibhai,Dohad
Dohad_V015813,Bhabhor Tersinh Motisinh,Dohad
Dohad_V015814,Kishori Kalsinh Fatabhai,Dohad
Dohad_V015815,Minama Govindsinh Lalchandbhai,Dohad
Dohad_V015816,Damor Somjibhai Punjabhai,Dohad
Godhra_V015817,Mahera Lallubhai Shankarbhai,Godhra
Godhra_V015818,Chandnani Tirthdas Kimatrai,Godhra
Godhra_V015819,Patel Samantsinh Hemabhai,Godhra
Godhra_V015820,Patel Pratapsinh Hirabhai,Godhra
Godhra_V015821,Mody Piloo Homi,Godhra
Godhra_V015822,Maharaol Jaydeepsinhji Subhagsinhji,Godhra
Kaira_V015823,Mahera Lallubhai Shankarbhai,Kaira
Kaira_V015824,Maheriya Kuberbhai Makanbhai,Kaira
Kaira_V015825,Patel Ramanbhai Somabhai,Kaira
Kaira_V015826,Chauhan Prabhatbhai Hathisinh,Kaira
Kaira_V015827,Ajitsinh Fulsinhji Dabhi,Kaira
Anand_V015828,Mahera Lallubhai Shankarbhai,Anand
Anand_V015829,Solanki Muljibhai Khanjibhai (Khambhatwala),Anand
Anand_V015830,Anvarbeg Ahmedbeg Mirza,Anand
Anand_V015831,Mahida Dilipsinh Ashabhai(Vedalankar),Anand
Anand_V015832,Ishvarbhai Khodabhai Chavda,Anand
Chhota Udaipur_V015833,Tadvi Kanubhai Somabhai(Panvala),Chhota Udaipur
Chhota Udaipur_V015834,Rathawa Mohansinh Chhotubhai,Chhota Udaipur
Chhota Udaipur_V015835,Rathawa Amarsinghbhai Viriyabhai,Chhota Udaipur
Baroda_V015836,Gandotra Vina S.,Baroda
Baroda_V015837,Gandotra Shyamsunder (Swami Trimurti),Baroda
Baroda_V015838,Oza Mohan Maneklal,Baroda
Baroda_V015839,Patel Dushyant Ramjibhai,Baroda
Baroda_V015840,Thakor Shah,Baroda
Baroda_V015841,Ashwinkumar Chimanlal Shah,Baroda
Baroda_V015842,Patel Prabhudas Khushalbhai,Baroda
Baroda_V015843,Gaekwad Ranjitsinhji Pratapsinji,Baroda
Broach_V015844,Aspi Rustamji Davar,Broach
Broach_V015845,Patel Amaidas Narsinhbhai,Broach
Broach_V015846,Patel Mangalbhai Shanabhai,Broach
Broach_V015847,Shaikh Sarfarajbhai Sardarbhai,Broach
Broach_V015848,Hasmatbegum Rehman,Broach
Broach_V015849,Motala Aiyubbhai Daudbhai,Broach
Broach_V015850,Deshmukh Chandubhai Shanabhai,Broach
Broach_V015851,Patel Ahmedbhai Mohammedbhai,Broach
Surat_V015852,Barad Mohansinh Anupsinh,Surat
Surat_V015853,Desai Mukundrai Bhikhubhai,Surat
Surat_V015854,Patel Chhibebhai Bhagvanji,Surat
Surat_V015855,Shah Chandrakant Babulal,Surat
Surat_V015856,Saiyad Shahabuddin Saiyadali,Surat
Surat_V015857,Gadhe Rajaram Asharam,Surat
Surat_V015858,Desai Hitendrabhai Kanaiyalal,Surat
Surat_V015859,Ashok Ranjitram Mehta,Surat
Surat_V015860,Patel Chhaganbhai Devabhai,Surat
Mandvi_V015861,Chaudhri Davjibhai Fuljibhai,Mandvi
Mandvi_V015862,Chaudhri Jivanbhai Dhanjibhai,Mandvi
Mandvi_V015863,Amarsinh Zinabhai Chaudhri,Mandvi
Mandvi_V015864,Gamit Chhitubhai Devjibhai,Mandvi
Bulsar_V015865,Patel Savitaben Gamanbhai,Bulsar
Bulsar_V015866,Jadav Ramubhai Balubhai,Bulsar
Bulsar_V015867,Patel Uttambhai Harjibhai,Bulsar
Kutch_V015868,Jani Chamanlal Durgashankar,Kutch
Kutch_V015869,Darji Ashok Kumar Mohan Lal,Kutch
Kutch_V015870,Jasubha Pratapsinh Chudasama,Kutch
Kutch_V015871,Manganlal Sajan Barot,Kutch
Kutch_V015872,Dhirajlal Manjibhai Chauhan,Kutch
Kutch_V015873,Govind Sava,Kutch
Kutch_V015874,Vithalray B.Shrimali,Kutch
Kutch_V015875,Kamalkant Bhatt,Kutch
Kutch_V015876,Mulji Ladha,Kutch
Kutch_V015877,Kansara Samji Devji,Kutch
Kutch_V015878,Lodhiya Amirali Husanbhai,Kutch
Kutch_V015879,Mahipatray Mulshanker Mehta,Kutch
Kutch_V015880,Ushaben Raghavji Thakkar,Kutch
Surendranagar_V015881,Manharlal Jivanlal Dave,Surendranagar
Surendranagar_V015882,Desai Hakmichand Himatlal,Surendranagar
Surendranagar_V015883,Satola Prabhubhai Sukhabhai,Surendranagar
Surendranagar_V015884,Dave Sureshchandra Narbheshanker,Surendranagar
Surendranagar_V015885,Shah Babulal,Surendranagar
Surendranagar_V015886,Jhala Digivijaysinhji Pratapsinhji,Surendranagar
Jamnagar_V015887,Karshandas Kalidas Chawhan,Jamnagar
Jamnagar_V015888,Harshadbhai Raithatha,Jamnagar
Jamnagar_V015889,Kamleshbhai Balkrishna Pandya,Jamnagar
Jamnagar_V015890,Sekhava Hirji Mavji,Jamnagar
Jamnagar_V015891,Dobariya Vallabhbhai Laljibhai,Jamnagar
Jamnagar_V015892,Chelubhai Rambhai,Jamnagar
Jamnagar_V015893,Jadeja Daulatsinh Partap Sinh,Jamnagar
Rajkot_V015894,Ahuja Bhartkumar Sujansingh,Rajkot
Rajkot_V015895,Madhabhai Ramabhai Vaghela,Rajkot
Rajkot_V015896,Khalpada Ashvinkumar Maganlal,Rajkot
Rajkot_V015897,Tanna Ratilal Dosabhai,Rajkot
Rajkot_V015898,Balooch Sarfarajkhan Shafimohmadakhan,Rajkot
Rajkot_V015899,Chandrashankar Trambaklal Thakkar,Rajkot
Rajkot_V015900,Jasvanti Pranlal Doshi,Rajkot
Rajkot_V015901,Shantilal Haridas Ruparelia,Rajkot
Rajkot_V015902,Mevasiya Vaghji Ramji,Rajkot
Rajkot_V015903,Shukla Chimanbhai Harilal,Rajkot
Rajkot_V015904,Mavani Ramaben Ramjibhai,Rajkot
Porbandar_V015905,Shiyal Hiralal Gagan,Porbandar
Porbandar_V015906,Thanki Mohanlal Vishram,Porbandar
Porbandar_V015907,Vaghela Girdharlal Valji,Porbandar
Porbandar_V015908,Lodhari Lalji Harji,Porbandar
Porbandar_V015909,Raymagiya Prabhavati Premji,Porbandar
Porbandar_V015910,Sheikh Nyazahmed Ismail,Porbandar
Porbandar_V015911,Baldaniya Chhaganbhi Jerambhai,Porbandar
Porbandar_V015912,Amin Ramadas Kishordas (R.K.Amin),Porbandar
Porbandar_V015913,Odedara Bharatbhai Maldevji,Porbandar
Junagadh_V015914,Gohel Narandas Karsandas,Junagadh
Junagadh_V015915,Kalsariya Panchabhai Masaribhai,Junagadh
Junagadh_V015916,Solanki Muljibhai Dayabhai,Junagadh
Junagadh_V015917,Pipliya Mohan Karshan,Junagadh
Junagadh_V015918,Ramnikbhai Dhami,Junagadh
Junagadh_V015919,Patel Mohanbhai Laljibhai,Junagadh
Amreli_V015920,Gandhi Gokaldas Madhavji,Amreli
Amreli_V015921,Bhartiben Hasmukhrai Maniar,Amreli
Amreli_V015922,Bavji Bhikhabhai Vegda,Amreli
Amreli_V015923,Bhatt Vinodrai Vrajlal,Amreli
Amreli_V015924,Chotaliya Thakarshibhai Kalabhai,Amreli
Amreli_V015925,Pateldwarkadas Mohan Lal,Amreli
Amreli_V015926,Ravani Navinchandrabhai Parmananddas,Amreli
Bhavnagar_V015927,Solanki Lalamji Limbaji,Bhavnagar
Bhavnagar_V015928,Husen Hamdard,Bhavnagar
Bhavnagar_V015929,Dhameliya Nagjibhai Meghajibhai,Bhavnagar
Bhavnagar_V015930,Mavani Bipinchandra Amrutlal,Bhavnagar
Bhavnagar_V015931,Rathod Ramajibhai Aljibhai,Bhavnagar
Bhavnagar_V015932,Khokhani Kalubhai Dayabhai,Bhavnagar
Bhavnagar_V015933,Kalvatar Ibrahimbhai Nathabhai (Handle),Bhavnagar
Bhavnagar_V015934,Parmar Trikambhai Samatsinh,Bhavnagar
Bhavnagar_V015935,Dokadiya Tarmamad Hasambhai,Bhavnagar
Bhavnagar_V015936,Baraiya Odhabhai Madha,Bhavnagar
Bhavnagar_V015937,Makwana Meghji Mavji,Bhavnagar
Bhavnagar_V015938,Mehta Prasannvadan Manilal,Bhavnagar
Bhavnagar_V015939,Gohil Gigabhai Bhavubhai,Bhavnagar
Dhandhuka_V015940,Mithabhai Viljibhai Chauhan,Dhandhuka
Dhandhuka_V015941,Manharlal Popatlal Chavda,Dhandhuka
Dhandhuka_V015942,Ratilal Kalidas Verma,Dhandhuka
Dhandhuka_V015943,Narsinhbhai Karsanbhai Makwana,Dhandhuka
Ahmedabad_V015944,Muktaben Mahendra Kumar Dave,Ahmedabad
Ahmedabad_V015945,Patel Navnitbhai Bencharbhai,Ahmedabad
Ahmedabad_V015946,Shivlingappa Malappa,Ahmedabad
Ahmedabad_V015947,Shivprasad Gaurishankar Shelat,Ahmedabad
Ahmedabad_V015948,Dalal Manubhai Mohanlal,Ahmedabad
Ahmedabad_V015949,Patel Jitubhai Vasanwala,Ahmedabad
Ahmedabad_V015950,S.V.Parmar,Ahmedabad
Ahmedabad_V015951,Rathod Muljibhai Ratanbhai,Ahmedabad
Ahmedabad_V015952,Amanullah Jibrani,Ahmedabad
Ahmedabad_V015953,Brahmbhatt Ranjibhai Hiralal,Ahmedabad
Ahmedabad_V015954,Utsav Rana,Ahmedabad
Ahmedabad_V015955,Kucherawala Mohmadsharif Allaudinji,Ahmedabad
Ahmedabad_V015956,Maganbhai Ranchhoddas Barot,Ahmedabad
Ahmedabad_V015957,Balraj Madhok,Ahmedabad
Ahmedabad_V015958,Ashok Bhatt,Ahmedabad
Ahmedabad_V015959,Haroobhai Mehta,Ahmedabad
Gandhinagar_V015960,Mursinh Mohansinh Singrotiya,Gandhinagar
Gandhinagar_V015961,Shankarbhai Visdas Patel,Gandhinagar
Gandhinagar_V015962,Chimanbhai H.Gokalpura,Gandhinagar
Gandhinagar_V015963,Ratilal Chhaganhbhai Patel,Gandhinagar
Gandhinagar_V015964,Patel Rameshbhai Shankarlal Sabalpuryala,Gandhinagar
Gandhinagar_V015965,Gupta Harikrishn Shivcharn,Gandhinagar
Gandhinagar_V015966,Umedbhai Chhotabhai Patel,Gandhinagar
Gandhinagar_V015967,Bipin C.Desai,Gandhinagar
Gandhinagar_V015968,Laxmanbhai Dhirubhai Pattani,Gandhinagar
Gandhinagar_V015969,Haribhai Keshavlal Rathod,Gandhinagar
Gandhinagar_V015970,Induprasad Kachhia,Gandhinagar
Gandhinagar_V015971,Anilbhai Dolatram,Gandhinagar
Gandhinagar_V015972,M.J.Trivedi,Gandhinagar
Gandhinagar_V015973,B.H.Yadav,Gandhinagar
Gandhinagar_V015974,Zaveri Sureshbhai Saubhagyachand,Gandhinagar
Gandhinagar_V015975,Thakor Fulsinh Jugatsinh,Gandhinagar
Gandhinagar_V015976,R.P.Parmar,Gandhinagar
Gandhinagar_V015977,Indubhai Chaturbhai Patel,Gandhinagar
Gandhinagar_V015978,G.I.Patel,Gandhinagar
Mehsana_V015979,Patel Bhikha Lal Savjidas,Mehsana
Mehsana_V015980,Kureshi Fatehkhan Mahmadkhan,Mehsana
Mehsana_V015981,Thakor Mangaji Babarji,Mehsana
Mehsana_V015982,Patel Khodidas Mohanlal,Mehsana
Mehsana_V015983,Thakor Manaji Gambhiriji,Mehsana
Mehsana_V015984,Dave Bhagirath Kumar Manuprasad,Mehsana
Mehsana_V015985,Patel Parsotamdas Mohan Lal,Mehsana
Mehsana_V015986,Raval Jayantibhai Shivram,Mehsana
Mehsana_V015987,Prajapati Dashrathlal Purushotamdas,Mehsana
Mehsana_V015988,Rayanka Sagarbhai Kalyanbhai,Mehsana
Mehsana_V015989,A.K.Patel,Mehsana
Patan_V015990,Vankar Kashavlal Narshihbhai,Patan
Patan_V015991,Chavda Popatlal Dahyabhai,Patan
Patan_V015992,Shrimali Mohanbhai Keshavlal,Patan
Patan_V015993,Pushpaben Harjibhai Vankar,Patan
Patan_V015994,Shrimali Laxmanbhai Maganbhai,Patan
Patan_V015995,Solanki Mafabhai Maghabhai,Patan
Patan_V015996,Ranichhod Bhai Alabhai,Patan
Patan_V015997,Turi Kantibhai Ratnabhai,Patan
Patan_V015998,Chavda Khemchandbhai Sombhai,Patan
Patan_V015999,Vankar Punamchand Mithabhai,Patan
Banaskantha_V016000,Patel Jayantilal Jeshinghbhai,Banaskantha
Banaskantha_V016001,Modi Chandulal Vithaldas (Rathod),Banaskantha
Banaskantha_V016002,Majirana Bhopaji Ashaji,Banaskantha
Banaskantha_V016003,Lalabhai Pitambarbhai,Banaskantha
Banaskantha_V016004,Thakor Anilkumar Deven Sarbhai,Banaskantha
Banaskantha_V016005,Jadav Surajmal Ganeshji,Banaskantha
Banaskantha_V016006,Chaudhary Abdul Hamid Ibrahim,Banaskantha
Banaskantha_V016007,Chavda Harisinhji Pratapsinhji,Banaskantha
Banaskantha_V016008,B.K.Gadhvi,Banaskantha
Sabarkantha_V016009,Habibbhai Daudbhai Khorajiya,Sabarkantha
Sabarkantha_V016010,Lakhavera Jerupji Khumaji,Sabarkantha
Sabarkantha_V016011,Patel Kodarlal Pratapbhai,Sabarkantha
Sabarkantha_V016012,Panchal Ranchhodlal Virchandbhai,Sabarkantha
Sabarkantha_V016013,Parmar Dahyabhai Ramabhai,Sabarkantha
Sabarkantha_V016014,Mohanbhai Ramabhai,Sabarkantha
Sabarkantha_V016015,Maniben Chhaganbhai Solanki,Sabarkantha
Sabarkantha_V016016,C.K.Joshi,Sabarkantha
Sabarkantha_V016017,Kalidas Nathabhai,Sabarkantha
Sabarkantha_V016018,R.B.Sinh,Sabarkantha
Sabarkantha_V016019,Shantubhai Chunibhai Patel,Sabarkantha
Sabarkantha_V016020,H.M.Patel,Sabarkantha
Kapadvanj_V016021,Manat Lebabhai Megabhai,Kapadvanj
Kapadvanj_V016022,Rathod Pratapbhai Malaji,Kapadvanj
Kapadvanj_V016023,Patel Shankerbhai Kacharbhai,Kapadvanj
Kapadvanj_V016024,Barot Chhanalal Mohan Lal,Kapadvanj
Kapadvanj_V016025,Gaikwad Narendrasingh Vithalrao,Kapadvanj
Kapadvanj_V016026,Gabhaji Mangaji Thakor,Kapadvanj
Kapadvanj_V016027,Solanki Nataversingh Kesarisinghji,Kapadvanj
Dohad_V016028,Mahida Kapuriben Mavjibhai,Dohad
Dohad_V016029,Katara Singhjibhai Jalabhai,Dohad
Dohad_V016030,Bamania Bhavsinh Nathabhai,Dohad
Dohad_V016031,Parmar Parthibhai Chunabhai,Dohad
Dohad_V016032,Baria Dhansukhbhai Bhathubhai,Dohad
Dohad_V016033,Hathila Narsinhbhai Kanjibhai,Dohad
Dohad_V016034,Damor Somjibhai Punjabhai,Dohad
Godhra_V016035,Deepak Kumar Jayantlal Sheth,Godhra
Godhra_V016036,Mahera Lallubhai Shankerbhai,Godhra
Godhra_V016037,Veena S.Gandotra,Godhra
Godhra_V016038,Garo Bhavani Shanker Hiralal,Godhra
Godhra_V016039,Raolji Yogendrasinhji Harichandrasinhji,Godhra
Godhra_V016040,Mohyuddin Gulam Mohammad Shaikh,Godhra
Godhra_V016041,Kadia Pratapsingh Ramchandra,Godhra
Godhra_V016042,Solanki Gopalsinh Gulabsinh,Godhra
Godhra_V016043,Jaydeepsinhji,Godhra
Kaira_V016044,Maheria Lallubhai Shankerbhai,Kaira
Kaira_V016045,Naginbhai Chhutabhai,Kaira
Kaira_V016046,Satyam Patel,Kaira
Kaira_V016047,Ajitsinh Fulsinhji Dyabhai,Kaira
Anand_V016048,Bhagirath Manubhai Patel,Anand
Anand_V016049,Champaben Lallubhai Mahera,Anand
Anand_V016050,Thakor Ranchhodbhai Bhikhabhai,Anand
Anand_V016051,Manubhai Dahyabhai Patel,Anand
Anand_V016052,Ishverbhai Khodabhai Chavada,Anand
Chhota Udaipur_V016053,Rathwa Bhikubhai Chhanubhai,Chhota Udaipur
Chhota Udaipur_V016054,Tadvi Kanubhai Somabhai (Panwala),Chhota Udaipur
Chhota Udaipur_V016055,Bhil Haridasbhai Khushalbhai,Chhota Udaipur
Chhota Udaipur_V016056,Rathwa Karshanbhai Bodabhai,Chhota Udaipur
Chhota Udaipur_V016057,Rathwa Valubhai Karsanbhai,Chhota Udaipur
Chhota Udaipur_V016058,Vasava Kalubhai Mohanbhai,Chhota Udaipur
Chhota Udaipur_V016059,Vasava Navinbhai Himatbhai,Chhota Udaipur
Chhota Udaipur_V016060,Kolidhor Bhimsinhbhai Nagjibhai,Chhota Udaipur
Chhota Udaipur_V016061,Rathwa Amarsinh Viriyabhai,Chhota Udaipur
Baroda_V016062,Rana Shanabhai Dhulabhai,Baroda
Baroda_V016063,Prakash Patel (Dadhi),Baroda
Baroda_V016064,Raulji Kodarbhai Takhatsinh,Baroda
Baroda_V016065,Gandotra S. M.,Baroda
Baroda_V016066,Makwana Bhogibhai Purushotambhai,Baroda
Baroda_V016067,Vasava Harilal Punabhai,Baroda
Baroda_V016068,Pandya Kiran Balkrushna,Baroda
Baroda_V016069,S.L. Patel,Baroda
Baroda_V016070,Dangiwala Abdulaji Gulamhusain,Baroda
Baroda_V016071,Patel Manubhai Motibhai,Baroda
Baroda_V016072,Jaspalsing Niranjansing,Baroda
Baroda_V016073,Gaekwad Ranjitsinh Pratapshinh,Baroda
Broach_V016074,Patel Mangalbhai Shanabhai,Broach
Broach_V016075,Patel Daudbhai Bhuralal,Broach
Broach_V016076,Deshmukh Narpatsinh Partapsinh,Broach
Broach_V016077,Deshmukh Chandubhai Shanabhai,Broach
Broach_V016078,Patel Ahmedbhai Mohammedbhai,Broach
Surat_V016079,Jagdishchandara Nandlal Mehta,Surat
Surat_V016080,Desai Dushyant Kantibhai,Surat
Surat_V016081,Bachani Santkumar Vatumal,Surat
Surat_V016082,Rathod Dilipkumar Keshavbhai,Surat
Surat_V016083,Haddad Saiyad Abdulla Saiyad Zain,Surat
Surat_V016084,Nagad Bhupendra Ramanlal,Surat
Surat_V016085,Bunki Madanlal Prabhuram,Surat
Surat_V016086,Rana Kashiram Chhabildas,Surat
Surat_V016087,Patel Chhaganbhai Devabhai,Surat
Mandvi_V016088,Chaudhari Rameshbhai Kikabhai,Mandvi
Mandvi_V016089,Natubhai Nathubhai Gamit,Mandvi
Mandvi_V016090,Patel Virsinghbhai Vishrambhai,Mandvi
Mandvi_V016091,Amarsinh Zinabhai Chaudhary,Mandvi
Mandvi_V016092,Gamit Chhitubhai Devjibhai,Mandvi
Bulsar_V016093,Mansinghbhai Fooljibhai Chaudhari,Bulsar
Bulsar_V016094,Billimoria Naginbhai Kikubhai,Bulsar
Bulsar_V016095,Patel Kanjibhai Maganbhai,Bulsar
Bulsar_V016096,Patel Uttambhai Harjibhai,Bulsar
Kutch_V016097,Karijan Mulji Ladha,Kutch
Kutch_V016098,Chavda Husen Fakermamad,Kutch
Kutch_V016099,Thacker Sakarchand Govindji,Kutch
Kutch_V016100,Kerai Laljibhai Velji,Kutch
Kutch_V016101,Kapadia Premji Ramji,Kutch
Kutch_V016102,Rathod Kalyansingh Madersinkji,Kutch
Kutch_V016103,Rabri Raniben,Kutch
Kutch_V016104,Rana Hama Hadiya,Kutch
Kutch_V016105,Ishwarlal Valji Thacker,Kutch
Kutch_V016106,Asadkhan Ramjankhan,Kutch
Kutch_V016107,Usha Raghavji Thaker,Kutch
Kutch_V016108,Babu Bhai Meghji Shah,Kutch
Surendranagar_V016109,Makwana Govind Amarabhai,Surendranagar
Surendranagar_V016110,Baloch Basir Valimamad,Surendranagar
Surendranagar_V016111,Satubha Vaghela,Surendranagar
Surendranagar_V016112,Bharatsingh Jhala,Surendranagar
Surendranagar_V016113,Ahmad Alibhal Shersiya,Surendranagar
Surendranagar_V016114,Digvijayasinhji Pratapsinhji Jhala,Surendranagar
Surendranagar_V016115,Koli Patel Somabhai Gandabhi,Surendranagar
Jamnagar_V016116,Harsadbhai Raithatha,Jamnagar
Jamnagar_V016117,Balloch Sarfarazkhan Safimohamadkhan,Jamnagar
Jamnagar_V016118,Pandya Paresh Girjasankar,Jamnagar
Jamnagar_V016119,Sadiya Chhaganbhai Ghelabhai,Jamnagar
Jamnagar_V016120,Shekhava Hirji Mavji,Jamnagar
Jamnagar_V016121,Vachani Hemant Kumar Dayalal,Jamnagar
Jamnagar_V016122,Naranbhai Sidibhai Kataria,Jamnagar
Jamnagar_V016123,Jam Haranbhai Isabhai,Jamnagar
Jamnagar_V016124,Madam Pravinbhai Hamirbhai,Jamnagar
Jamnagar_V016125,Jadeja Dolatsinh Pratapsinh,Jamnagar
Jamnagar_V016126,Koradiya Chandresh Kumar Valjibhai (Chandresh Patel),Jamnagar
Rajkot_V016127,Sadad Sombhai Sangrambhai,Rajkot
Rajkot_V016128,Sosa Kadvbhai Danabhai,Rajkot
Rajkot_V016129,Dudalal Khimjibhai Patel,Rajkot
Rajkot_V016130,Abdul Satar Mor,Rajkot
Rajkot_V016131,Patni Dhanlaxmiben Janakrai,Rajkot
Rajkot_V016132,Rojasara Gordhanbhai Sukhabhai,Rajkot
Rajkot_V016133,Koli Popatbhai Amarshibhai Rajpura,Rajkot
Rajkot_V016134,Khachar Dilipinh Devayatbhai,Rajkot
Rajkot_V016135,Ashwin Langa (Gadhavi),Rajkot
Rajkot_V016136,Ravani Jamalbhai Mamadbhai,Rajkot
Rajkot_V016137,Dave Jasvantray Motilal,Rajkot
Rajkot_V016138,Deepak Bhai Gohel,Rajkot
Rajkot_V016139,Patel Rameshbhai Shankerlal,Rajkot
Rajkot_V016140,Shantilal Harilal Pandya,Rajkot
Rajkot_V016141,Karasanbhai Mulabhai Dafda,Rajkot
Rajkot_V016142,Ebhabhai Sidibhai Kataria,Rajkot
Rajkot_V016143,Mavani Ramaben Ramjibhi,Rajkot
Rajkot_V016144,Vekaria Shivlal Nagibhai,Rajkot
Porbandar_V016145,Odedara Keshav Veja,Porbandar
Porbandar_V016146,Thanki Mohanlal Vasram,Porbandar
Porbandar_V016147,Barsaniya Bharat Kumar Manjibhai,Porbandar
Porbandar_V016148,Shingrakhia Mohan Hardas,Porbandar
Porbandar_V016149,Barot Paratapsang Jametsang,Porbandar
Porbandar_V016150,Prabhavati Premji Raimagia,Porbandar
Porbandar_V016151,Nakum Panchabhai Zinabhai,Porbandar
Porbandar_V016152,Bapodara Hardas Mandan,Porbandar
Porbandar_V016153,Odedara Bharatbhai Maldevji,Porbandar
Porbandar_V016154,Manvar Balvantbhai Bachubhai,Porbandar
Junagadh_V016155,Datta Babulal Amarshihai,Junagadh
Junagadh_V016156,Dhamel Kishanbhai Bijuram,Junagadh
Junagadh_V016157,Gohel Narandas Karshandas,Junagadh
Junagadh_V016158,Pipalia Mohanlal Karshanbhai,Junagadh
Junagadh_V016159,Bhalodia Laxmidas Naran,Junagadh
Junagadh_V016160,Muljibhai Dayabhai Solanki,Junagadh
Junagadh_V016161,Ahir Panchabhai Masaribhai,Junagadh
Junagadh_V016162,Patel Mohanlal Laljibhai,Junagadh
Junagadh_V016163,Shekhada Govindhhal Kanjibhai,Junagadh
Amreli_V016164,Savaliya Vrujlal Keshubhai,Amreli
Amreli_V016165,Sodha Dhirubhai Ratilal,Amreli
Amreli_V016166,Vegda Bavjibhai Bikhabhai,Amreli
Amreli_V016167,Kantiya Khimjibhai Tribhovanbhai,Amreli
Amreli_V016168,Jasani Kamlesh Kumar Manilal,Amreli
Amreli_V016169,Jadav Narshibhi Nathubhai,Amreli
Amreli_V016170,Kakadia Rajabhai Limbhabhai,Amreli
Amreli_V016171,Vanpariya Haresh Pragji,Amreli
Amreli_V016172,Chavada Bhurabhai Bhagvanbhai,Amreli
Amreli_V016173,Zaveri Haribhat Laljibhai,Amreli
Amreli_V016174,Babubhai Sanghani,Amreli
Amreli_V016175,Patel Babubhai Bhanabhai,Amreli
Amreli_V016176,Ravani Navichandra Premananddas,Amreli
Amreli_V016177,Manubhai Kotadiya,Amreli
Bhavnagar_V016178,Pathan Barakathan Nathukhan,Bhavnagar
Bhavnagar_V016179,Kasambhai Alimamad Saiyad,Bhavnagar
Bhavnagar_V016180,Premshanker Devkishan Dave,Bhavnagar
Bhavnagar_V016181,Dokadiya Tarmamand Hasanbhai,Bhavnagar
Bhavnagar_V016182,Mali Labhu N.Rathod,Bhavnagar
