pc_name,cand_name,partyname,totvotpoll,electors
Bhiwani,Parkash,Independent,70.0,944629.0
Bhiwani,Phool Kumar,Independent,70.0,944629.0
Bhiwani,Suraj Bhan,Independent,73.0,944629.0
Bhiwani,Dalbir,Independent,76.0,944629.0
Bhiwani,Laxman,Independent,76.0,944629.0
Bhiwani,Puran Lal,Independent,78.0,944629.0
Bhiwani,Om Parkash,Independent,83.0,944629.0
Bhiwani,Nihal Singh,Independent,83.0,944629.0
Bhiwani,Mange Ram,Independent,86.0,944629.0
Bhiwani,Ram Partap,Independent,86.0,944629.0
Bhiwani,Roshan Lal,Independent,87.0,944629.0
Bhiwani,Suresh Kumar,Independent,92.0,944629.0
Bhiwani,Dilbagh,Independent,93.0,944629.0
Bhiwani,Jaivir,Independent,95.0,944629.0
Bhiwani,Bhoop,Independent,95.0,944629.0
Bhiwani,Ram Niwas,Independent,96.0,944629.0
Bhiwani,Pawan Kumar,Independent,98.0,944629.0
Bhiwani,Sudhan Singh,Independent,98.0,944629.0
Bhiwani,Azad,Independent,99.0,944629.0
Bhiwani,Ram Bhagat,Independent,104.0,944629.0
Bhiwani,Rajender,Independent,105.0,944629.0
Bhiwani,Jalle,Independent,107.0,944629.0
Bhiwani,Tara Chand,Independent,108.0,944629.0
Bhiwani,Mohar Singh,Independent,110.0,944629.0
Bhiwani,Ram Kumar,Independent,115.0,944629.0
Bhiwani,Uda Singh,Independent,119.0,944629.0
Bhiwani,Assa Nand,Independent,124.0,944629.0
Bhiwani,Om Parkash,Independent,126.0,944629.0
Bhiwani,Surender Singh,Independent,128.0,944629.0
Bhiwani,Ramswarup,Independent,136.0,944629.0
Bhiwani,Man Singh,Doordarshi Party,143.0,944629.0
Bhiwani,Phool Singh,Independent,163.0,944629.0
Bhiwani,Dharamender,Independent,179.0,944629.0
Bhiwani,Dharamvir,Independent,179.0,944629.0
Bhiwani,Chander Bhan,Independent,179.0,944629.0
Bhiwani,Shamsher Singh,Independent,180.0,944629.0
Bhiwani,Jagparvesh,Independent,185.0,944629.0
Bhiwani,Ranjit Singh,Independent,195.0,944629.0
Bhiwani,Ram Avtar,Independent,208.0,944629.0
Bhiwani,Man Singh,Independent,229.0,944629.0
Bhiwani,Jagdish,Independent,231.0,944629.0
Bhiwani,Ranbir,Independent,263.0,944629.0
Bhiwani,Atma Ram,Independent,267.0,944629.0
Bhiwani,Brij Pal,Independent,279.0,944629.0
Bhiwani,Surender Kumar,Independent,288.0,944629.0
Bhiwani,Raj Kumar,Independent,294.0,944629.0
Bhiwani,Dharma Pal,Independent,299.0,944629.0
Bhiwani,Gokal Chand,Independent,311.0,944629.0
Bhiwani,Bijender Singh,Independent,318.0,944629.0
Bhiwani,Ramnij Dass,Independent,323.0,944629.0
Bhiwani,Ranbir Singh,Independent,355.0,944629.0
Bhiwani,Makhan,Independent,385.0,944629.0
Bhiwani,Diwan Singh,Independent,423.0,944629.0
Bhiwani,Ram Singh,Independent,430.0,944629.0
Bhiwani,Ishwar Singh,Independent,431.0,944629.0
Bhiwani,Prem Singh,Independent,491.0,944629.0
Bhiwani,Chhabila Ram,Independent,509.0,944629.0
Bhiwani,Bhalle Ram Paria,Independent,554.0,944629.0
Bhiwani,Satya Narain,Independent,573.0,944629.0
Bhiwani,Balbir,Independent,608.0,944629.0
Bhiwani,Risal Singh,Independent,636.0,944629.0
Bhiwani,Ram Mehar,Independent,909.0,944629.0
Bhiwani,Bajrang Lal,Independent,926.0,944629.0
Bhiwani,Karambir Singh,Independent,1218.0,944629.0
Bhiwani,Mahesh,Independent,3606.0,944629.0
Bhiwani,Rajender,Bahujan Samaj Party,14609.0,944629.0
Bhiwani,Dharambir,Janata Dal,200295.0,944629.0
Bhiwani,Bansi Lal,Indian National Congress,357625.0,944629.0
Hissar,Sat Parkash,Independent,136.0,912985.0
Hissar,Sher Singh,Independent,154.0,912985.0
Hissar,Ved Parkash,Independent,179.0,912985.0
Hissar,Jagdev,Independent,192.0,912985.0
Hissar,Shivbaksh Jangra,Independent,201.0,912985.0
Hissar,Munshi,Independent,215.0,912985.0
Hissar,Raghubir Singh,Independent,238.0,912985.0
Hissar,Bhale Ram,Independent,240.0,912985.0
Hissar,Ram Phalko Devilal,Independent,245.0,912985.0
Hissar,Parkash Chand,Independent,309.0,912985.0
Hissar,Ram Phal S/O Gokal,Independent,310.0,912985.0
Hissar,Raj Kumar,Independent,377.0,912985.0
Hissar,Balwant,Independent,502.0,912985.0
Hissar,Dharam Pal,Independent,532.0,912985.0
Hissar,Ram Niwas,Independent,545.0,912985.0
Hissar,Nafe Singh,Independent,567.0,912985.0
Hissar,Anil Kumar,Independent,820.0,912985.0
Hissar,Mahender,Doordarshi Party,830.0,912985.0
Hissar,Virender,Independent,842.0,912985.0
Hissar,Abhe Ram,Independent,865.0,912985.0
Hissar,Jogi Ram,Independent,1075.0,912985.0
Hissar,Trilok Singh,Independent,1160.0,912985.0
Hissar,Zile Singh,Independent,1169.0,912985.0
Hissar,Ajmer Singh,Independent,1403.0,912985.0
Hissar,Babu Lal,Independent,1797.0,912985.0
Hissar,Satbir Singh,Independent,1987.0,912985.0
Hissar,Bala Singh,Independent,2623.0,912985.0
Hissar,Partap,Independent,2732.0,912985.0
Hissar,Jagan Nath,Bahujan Samaj Party,3074.0,912985.0
Hissar,Ram Kumar,Independent,11059.0,912985.0
Hissar,Virender Singh,Indian National Congress,246394.0,912985.0
Hissar,Jai Parkash,Janata Dal,291073.0,912985.0
Sirsa,Amar Singh,Independent,422.0,976500.0
Sirsa,Kartar,Independent,470.0,976500.0
Sirsa,Sham Lal,Independent,492.0,976500.0
Sirsa,Upas Kumar,Independent,588.0,976500.0
Sirsa,Thakar Ram,Independent,610.0,976500.0
Sirsa,Ranjit,Independent,683.0,976500.0
Sirsa,Devi Lal,Independent,715.0,976500.0
Sirsa,Jogi Ram,Independent,817.0,976500.0
Sirsa,Phali Ram,Independent,860.0,976500.0
Sirsa,Milkh Raj,Independent,901.0,976500.0
Sirsa,Joginder Singh,Doordarshi Party,1619.0,976500.0
Sirsa,Gokal,Independent,6037.0,976500.0
Sirsa,Surjan Ram,Bahujan Samaj Party,8638.0,976500.0
Sirsa,Gopi Ram,Janata Pary (Jp),18048.0,976500.0
Sirsa,Mani Ram,Indian National Congress,266355.0,976500.0
Sirsa,Het Ram,Janata Dal,304768.0,976500.0
Ambala,Lal Singh,Independent,1132.0,912390.0
Ambala,Sumer Chand Yatri,Republican Party Of India (Khobragade),1325.0,912390.0
Ambala,Nar Singh,Door Darshi Party,3516.0,912390.0
Ambala,Kaka Ram Samplay,Independent,4483.0,912390.0
Ambala,Sadhu Ram,Independent,10872.0,912390.0
Ambala,Shakuntala (W),Independent,11309.0,912390.0
Ambala,Shyam Chand,Janata Dal,56138.0,912390.0
Ambala,Aman Kumar,Bahujan Samaj Party,111353.0,912390.0
Ambala,Chand Ram,Janata Party,112028.0,912390.0
Ambala,Suraj Bhan,Bharatiya Janata Party,124464.0,912390.0
Ambala,Ram Prakash,Indian National Congress,196406.0,912390.0
Kurukshetra,Ram Pal,Independent,553.0,927976.0
Kurukshetra,Harish Gargi,Independent,1039.0,927976.0
Kurukshetra,Prem Nath,Independent,1203.0,927976.0
Kurukshetra,Roshan Lal,Independent,1364.0,927976.0
Kurukshetra,Krishna Dutt,Independent,1705.0,927976.0
Kurukshetra,Jasbir Singh,Independent,2410.0,927976.0
Kurukshetra,Partap Singh,Independent,3150.0,927976.0
Kurukshetra,Chanda,Independent,4062.0,927976.0
Kurukshetra,Lachhman Dass,Door Darshi Party,4520.0,927976.0
Kurukshetra,Vishav Nath,Independent,5976.0,927976.0
Kurukshetra,Shiv Partap Bajaj,Bharatiya Janata Party,79653.0,927976.0
Kurukshetra,Gurdial Singh,Janata Dal,135117.0,927976.0
Kurukshetra,Shyam Singh,Janata Party,182758.0,927976.0
Kurukshetra,Tara Singh,Indian National Congress,212783.0,927976.0
Karnal,Ravinder Kumar Sharma,Independent,680.0,950987.0
Karnal,Shamsher Singh,Independent,754.0,950987.0
Karnal,Pawan Kumar,Independent,895.0,950987.0
Karnal,Jogi Ram,Independent,936.0,950987.0
Karnal,Raj Kumar,Independent,1037.0,950987.0
Karnal,Kalawati (W),Independent,1122.0,950987.0
Karnal,Bhim Raj,Door Darshi Party,1162.0,950987.0
Karnal,Harish Kumar,Independent,1171.0,950987.0
Karnal,Mahabir,Independent,1451.0,950987.0
Karnal,Dalel Singh,Jawan Kisan Mazdoor Party,1993.0,950987.0
Karnal,Param Vir Chauhan,Independent,3072.0,950987.0
Karnal,Zila Singh,Independent,3754.0,950987.0
Karnal,Sunhera Ram,Independent,4468.0,950987.0
Karnal,Devinder Singh Mann,Lok Dal,4527.0,950987.0
Karnal,Phool Singh Kambooj,Independent,5565.0,950987.0
Karnal,Krishan Chand Rajput,Independent,8294.0,950987.0
Karnal,Kanwal Singh Bedharak,Independent,9104.0,950987.0
Karnal,M.C. Kaushik,Independent,13482.0,950987.0
Karnal,Fateh Chand Vij,Bharatiya Janata Party,81780.0,950987.0
Karnal,Ranjit,Janata Party,132444.0,950987.0
Karnal,Chasham Pal Singh,Janata Dal,145598.0,950987.0
Karnal,Chiranji Lal Sharma,Indian National Congress,200770.0,950987.0
Sonepat,Kanwal Singh Bedharak,Pandav Dal,2213.0,949007.0
Sonepat,Dalel,Door Darshi Party,2264.0,949007.0
Sonepat,Ranbir Singh,Independent,2286.0,949007.0
Sonepat,Inderjeet,Independent,2689.0,949007.0
Sonepat,Pushpa (W),Independent,2858.0,949007.0
Sonepat,Jai Singh,Independent,6036.0,949007.0
Sonepat,Mahender Kaur (W),Jawan Kisan Mazdoor Party,15870.0,949007.0
Sonepat,Dharamvir,Bharatiya Janata Party,29773.0,949007.0
Sonepat,Rajender,Janata Dal,74011.0,949007.0
Sonepat,Kapil Dev,Janata Party,202770.0,949007.0
Sonepat,Dharampal Singh,Indian National Congress,247572.0,949007.0
Rohtak,Ram Bhoola,Independent,208.0,919868.0
Rohtak,Raghubir Singh,Independent,256.0,919868.0
Rohtak,Hari Singh,Independent,296.0,919868.0
Rohtak,Satbir,Independent,298.0,919868.0
Rohtak,Prem Kumar,Independent,367.0,919868.0
Rohtak,Hawa Singh,Independent,399.0,919868.0
Rohtak,Bhale Ram,Independent,406.0,919868.0
Rohtak,Sita Ram,Independent,414.0,919868.0
Rohtak,Ramesh Kumar,Independent,463.0,919868.0
Rohtak,Lalit Kumar,Independent,465.0,919868.0
Rohtak,Karamvir,Independent,532.0,919868.0
Rohtak,Bhajan Lal,Independent,539.0,919868.0
Rohtak,Ram Kanwar,Independent,554.0,919868.0
Rohtak,Birbal,Independent,874.0,919868.0
Rohtak,Kaka Joginder Singh Alias Dharti Pakar,Independent,900.0,919868.0
Rohtak,Krishan,Rashtriya Krantikari Dal,1125.0,919868.0
Rohtak,Rohtas,Independent,1152.0,919868.0
Rohtak,Narender Singh,Independent,1185.0,919868.0
Rohtak,Balbir,Door Darshi Party,1382.0,919868.0
Rohtak,Yash Aggarwal,Independent,1628.0,919868.0
Rohtak,Jai Parkash,Independent,1929.0,919868.0
Rohtak,Jai Pal,Independent,13348.0,919868.0
Rohtak,Raj Kumar,Bharatiya Janata Party,23802.0,919868.0
Rohtak,Inder Singh,Haryana Vikas Party,43804.0,919868.0
Rohtak,Devi Lal,Janata Party,210662.0,919868.0
Rohtak,Bhupender Singh,Indian National Congress,241235.0,919868.0
Faridabad,Dhansi Ram Garg,Independent,118.0,1141760.0
Faridabad,Shree Chand Gupta,Independent,153.0,1141760.0
Faridabad,Prem Chand Premi,Independent,183.0,1141760.0
Faridabad,Prem Chand Arya,Independent,317.0,1141760.0
Faridabad,Nawal Dagar,Independent,371.0,1141760.0
Faridabad,Jhangi Ram,Independent,509.0,1141760.0
Faridabad,Phool Chand Aggarwal,Independent,711.0,1141760.0
Faridabad,Arjun,Independent,784.0,1141760.0
Faridabad,Hakimuddin,Independent,840.0,1141760.0
Faridabad,Vijender,Akhil Bharat Hindu Mahasabha,1053.0,1141760.0
Faridabad,Giyan Chand Bhadana,Independent,1136.0,1141760.0
Faridabad,M.S. Rakesh,Door Darshi Party,1226.0,1141760.0
Faridabad,Maulana Sher Mohammed,Independent,1356.0,1141760.0
Faridabad,Majid,Independent,1487.0,1141760.0
Faridabad,Om Parkash,Independent,1745.0,1141760.0
Faridabad,Ayub Khan Peer Jada,Independent,1896.0,1141760.0
Faridabad,Jagdish,Independent,3224.0,1141760.0
Faridabad,Banwari Lal,Lok Dal,4297.0,1141760.0
Faridabad,Ved Narayan Tripathi,Independent,10278.0,1141760.0
Faridabad,Cheti Lal Verma,Janata Party,70972.0,1141760.0
Faridabad,Brahma Singh Tanwar,Bharatiya Janata Party,103403.0,1141760.0
Faridabad,Khurshid Ahmed,Janata Dal,217443.0,1141760.0
Faridabad,Avtar Singh Bhadana,Indian National Congress,268965.0,1141760.0
Mahendragarh,Mahavir,Independent,826.0,1063934.0
Mahendragarh,Madhu Sudan,Independent,827.0,1063934.0
Mahendragarh,Ved Krishan,Independent,920.0,1063934.0
Mahendragarh,Ram Chander,All India Forward Bloc,987.0,1063934.0
Mahendragarh,Gugan Singh,Independent,1118.0,1063934.0
Mahendragarh,Mam Chand,Independent,1135.0,1063934.0
Mahendragarh,Bhagat Singh,Jawan Kisan Mazdoor Party,1488.0,1063934.0
Mahendragarh,Naval Singh,Independent,2131.0,1063934.0
Mahendragarh,Raghubir Singh,Independent,2138.0,1063934.0
Mahendragarh,Daya Ram,Door Darshi Party,3674.0,1063934.0
Mahendragarh,Jagat Singh,Independent,4253.0,1063934.0
Mahendragarh,Jaswant Singh,Independent,4920.0,1063934.0
Mahendragarh,Data Ram,Independent,6418.0,1063934.0
Mahendragarh,Suresh (W),Independent,7492.0,1063934.0
Mahendragarh,Naresh,Haryana Vikas Party,46134.0,1063934.0
Mahendragarh,M.L. Yadav,Bharatiya Janata Party,60342.0,1063934.0
Mahendragarh,Raghu Yadav,Sarv Jati Janata Parishad,70368.0,1063934.0
Mahendragarh,Birender Singh,Janata Party,169820.0,1063934.0
Mahendragarh,Ram Singh,Indian National Congress,241808.0,1063934.0
Bhiwani,Satyanarayan,Independent,234.0,949440.0
Bhiwani,Rajender Prashad,Independent,234.0,949440.0
Bhiwani,Baljit,Independent,249.0,949440.0
Bhiwani,Puran Mal,Independent,279.0,949440.0
Bhiwani,Sumer,Independent,285.0,949440.0
Bhiwani,Sultan,Independent,307.0,949440.0
Bhiwani,Suraj Bhan,Independent,386.0,949440.0
Bhiwani,Bhanwar Singh,Independent,431.0,949440.0
Bhiwani,Ram Bir,Independent,435.0,949440.0
Bhiwani,Rati Ram,Independent,452.0,949440.0
Bhiwani,Bir Singh,Independent,458.0,949440.0
Bhiwani,Sudershan Pal,Independent,466.0,949440.0
Bhiwani,Ishwar Singh,Independent,561.0,949440.0
Bhiwani,Vijay Kumar,Independent,593.0,949440.0
Bhiwani,Kiran Singh,Independent,596.0,949440.0
Bhiwani,Ramesh Ram,Independent,614.0,949440.0
Bhiwani,Shiv Kumar,Independent,732.0,949440.0
Bhiwani,Kaka Joginder Singh Urf Dharti Pakad,Independent,785.0,949440.0
Bhiwani,Prem Singh,Independent,791.0,949440.0
Bhiwani,Rajender,Independent,864.0,949440.0
Bhiwani,Balwan,Independent,922.0,949440.0
Bhiwani,Ram Bhagat,Independent,943.0,949440.0
Bhiwani,Anand Kumar,Independent,960.0,949440.0
Bhiwani,Prem Kumar Anand,Independent,992.0,949440.0
Bhiwani,Banwari Lal,Independent,1070.0,949440.0
Bhiwani,Ramji Dass,Independent,1119.0,949440.0
Bhiwani,Dalip Singh,Independent,1186.0,949440.0
Bhiwani,Prabhu,Independent,1248.0,949440.0
Bhiwani,Jagdev,Independent,1258.0,949440.0
Bhiwani,Kirpal Singh,Independent,1878.0,949440.0
Bhiwani,Vijender,Independent,1926.0,949440.0
Bhiwani,Tara Chand,Independent,1936.0,949440.0
Bhiwani,Harpal Singh,Independent,3328.0,949440.0
Bhiwani,Nathu Ram,Independent,4042.0,949440.0
Bhiwani,Ghan Shyam,Independent,4179.0,949440.0
Bhiwani,Budh Ram,Door Darshi Party,4305.0,949440.0
Bhiwani,Ramesh Chander,Bharatiya Janata Party,48570.0,949440.0
Bhiwani,Hukum Singh,Janata Party,100288.0,949440.0
Bhiwani,Jai Narain,Indian National Congress,179525.0,949440.0
Bhiwani,Jangbir Singh,Haryana Vikas Party,210090.0,949440.0
Hissar,Ram Kishan,Independent,389.0,919440.0
Hissar,Bhag Chand,Independent,394.0,919440.0
Hissar,Pawan Kumar,Independent,642.0,919440.0
Hissar,Krishan,Independent,714.0,919440.0
Hissar,Ved Parkash,Independent,938.0,919440.0
Hissar,Mahipat,Independent,971.0,919440.0
Hissar,Mahender,Door Darshi Party,1303.0,919440.0
Hissar,Panna Lal,Independent,1340.0,919440.0
Hissar,Nape Singh,Independent,1513.0,919440.0
Hissar,Rangi Ram,Independent,2142.0,919440.0
Hissar,Dilbagh,Independent,2156.0,919440.0
Hissar,Ram Niwas,Independent,11235.0,919440.0
Hissar,Daulat Ram,Independent,22946.0,919440.0
Hissar,Siri Niwas Goel,Bharatiya Janata Party,35486.0,919440.0
Hissar,Parma Nand,Janata Dal,85241.0,919440.0
Hissar,Jai Parkash,Janata Party,206818.0,919440.0
Hissar,Narain Singh,Indian National Congress,233012.0,919440.0
Sirsa,Daryav Singh,Independent,793.0,991095.0
Sirsa,Bhagwana,Door Darshi Party,1144.0,991095.0
Sirsa,Phali Ram,Independent,1184.0,991095.0
Sirsa,Dharam Paul,Independent,1274.0,991095.0
Sirsa,Amar Singh Rahi,Independent,1861.0,991095.0
Sirsa,Rajneet,Independent,3004.0,991095.0
Sirsa,Gokal,Independent,3951.0,991095.0
Sirsa,Chanan Dass,Independent,7609.0,991095.0
Sirsa,Prem Chand,Independent,8299.0,991095.0
Sirsa,Jameet Singh,Independent,27648.0,991095.0
Sirsa,Ram Sharan,Haryana Vikas Party,31766.0,991095.0
Sirsa,Payare Lal Fauji,Bharatiya Janata Party,43873.0,991095.0
Sirsa,Sakhi Ram,Janata Dal,61665.0,991095.0
Sirsa,Het Ram,Janata Party,188829.0,991095.0
Sirsa,Shailja (W),Indian National Congress,287927.0,991095.0
Ambala,Lal Singh,Independent,1175.0,1098767.0
Ambala,Rajshree,Independent,1276.0,1098767.0
Ambala,Purshotam Kumar,Independent,1726.0,1098767.0
Ambala,Anil Kumar,Independent,1828.0,1098767.0
Ambala,Puran Lal,Independent,2071.0,1098767.0
Ambala,Bhag Mal,Independent,2334.0,1098767.0
Ambala,Ronak Singh,Independent,2419.0,1098767.0
Ambala,Ram Kumar,Independent,2596.0,1098767.0
Ambala,Vinod Kumari,Independent,5127.0,1098767.0
Ambala,Karam Chand,Independent,5858.0,1098767.0
Ambala,Jaswant Rai,Independent,6592.0,1098767.0
Ambala,Sheo Ram,Independent,6967.0,1098767.0
Ambala,Gurnam,Independent,7998.0,1098767.0
Ambala,Dev Dutt Kashyap,Janata Dal,8836.0,1098767.0
Ambala,Ishwar Dass,Independent,9624.0,1098767.0
Ambala,S.C.Dhosiwal,All India Indira Congress (Tiwari),11780.0,1098767.0
Ambala,Balwant Singh,Samata Party,135702.0,1098767.0
Ambala,Aman Kumar Nagra,Bahujan Samaj Party,164288.0,1098767.0
Ambala,Sher Singh,Indian National Congress,166408.0,1098767.0
Ambala,Suraj Bhan,Bharatiya Janata Party,253555.0,1098767.0
Kurukshetra,Yogender Singh,Independent,539.0,1100534.0
Kurukshetra,Ratan Singh,Independent,691.0,1100534.0
Kurukshetra,Kuldeep Kumar,Independent,713.0,1100534.0
Kurukshetra,Dharam Pal,Independent,722.0,1100534.0
Kurukshetra,Yash Aggarwal,Independent,759.0,1100534.0
Kurukshetra,Ram Pal,Independent,783.0,1100534.0
Kurukshetra,Hari Kishan,Independent,806.0,1100534.0
Kurukshetra,Shamsher Singh,Bahujan Kranti Dal (Jai),882.0,1100534.0
Kurukshetra,Krishan Dutt,Independent,1243.0,1100534.0
Kurukshetra,Kishori Lal,Independent,1444.0,1100534.0
Kurukshetra,Ram Charan,Independent,1449.0,1100534.0
Kurukshetra,Rajender,Independent,1614.0,1100534.0
Kurukshetra,Chintaman,Independent,1838.0,1100534.0
Kurukshetra,Ram Dular Tiwari,Bharatiya Labour Party,1900.0,1100534.0
Kurukshetra,Om Parkash,Independent,2525.0,1100534.0
Kurukshetra,Ramji Lal,Independent,3195.0,1100534.0
Kurukshetra,Vinod Kumar,Independent,3282.0,1100534.0
Kurukshetra,Sarjit Singh,Independent,3388.0,1100534.0
Kurukshetra,Narender Nath,Independent,4185.0,1100534.0
Kurukshetra,Amir Singh,Janata Dal,7032.0,1100534.0
Kurukshetra,S.M.Ashri,Jansatta Party,9305.0,1100534.0
Kurukshetra,Jagdeep Singh Cheema,All India Indira Congress (Tiwari),25641.0,1100534.0
Kurukshetra,Singh Ram,Bahujan Samaj Party,52670.0,1100534.0
Kurukshetra,Tara Singh,Indian National Congress,142302.0,1100534.0
Kurukshetra,Kalasho Devi,Samata Party,240395.0,1100534.0
Kurukshetra,Om Parkash Jindal,Haryana Vikas Party,292172.0,1100534.0
Karnal,Ram Phal,Independent,1250.0,1149141.0
Karnal,Raj Kumar,Independent,1276.0,1149141.0
Karnal,Jogi Ram,Independent,1335.0,1149141.0
Karnal,Ved Parkash,Independent,1490.0,1149141.0
Karnal,Santosh,All India Forward Bloc,1548.0,1149141.0
Karnal,Randhir Singh Saini,Independent,1582.0,1149141.0
Karnal,Sunehra,Independent,1660.0,1149141.0
Karnal,Gurdial Singh,Independent,1931.0,1149141.0
Karnal,Mahabir Singh Panwar,Indian Congress (Socialist),2268.0,1149141.0
Karnal,Harkesh Sharma,Shivsena,4395.0,1149141.0
Karnal,Chhakan Lal Khurana,Independent,4684.0,1149141.0
Karnal,Raj Kumar Kashyap,Independent,4775.0,1149141.0
Karnal,Madan Gopal Gupta,Independent,5936.0,1149141.0
Karnal,Amarjit Singh Rana,Independent,6537.0,1149141.0
Karnal,Mai Lal,Independent,6797.0,1149141.0
Karnal,Daryao Singh Malik,Independent,13465.0,1149141.0
Karnal,Shamsher Singh Gogi,All India Indira Congress (Tiwari),27932.0,1149141.0
Karnal,Chasham Pal Nain,Janata Dal,45797.0,1149141.0
Karnal,Raghuveer Singh,Bahujan Samaj Party,55484.0,1149141.0
Karnal,Shyam Singh Rana,Samata Party,126604.0,1149141.0
Karnal,Chiranji Lal Sharma,Indian National Congress,146148.0,1149141.0
Karnal,Ishwar Dayal Swami,Bharatiya Janata Party,338013.0,1149141.0
Sonepat,Satguru Das,Independent,314.0,1058964.0
Sonepat,Subhash,Independent,544.0,1058964.0
Sonepat,Sat Pal,Independent,672.0,1058964.0
Sonepat,Karnail,Independent,903.0,1058964.0
Sonepat,Ramphal Sharma,Independent,967.0,1058964.0
Sonepat,Ashok,Independent,1065.0,1058964.0
Sonepat,Sanjay Kumar,Independent,1098.0,1058964.0
Sonepat,Satbir Singh,Indian Congress (Socialist),1150.0,1058964.0
Sonepat,Jora Singh,Independent,1310.0,1058964.0
Sonepat,Hoshyar Singh S/O Hira Singh,Independent,1408.0,1058964.0
Sonepat,Kanwal Singh Bedharak,Independent,1470.0,1058964.0
Sonepat,Ramesh,Independent,1478.0,1058964.0
Sonepat,Ram Das,Shivsena,1727.0,1058964.0
Sonepat,Dharambir,Independent,1756.0,1058964.0
Sonepat,Ramesh Kumar,Independent,1833.0,1058964.0
Sonepat,Nafe Singh,Independent,1921.0,1058964.0
Sonepat,Suraj Mal,Janata Party,3204.0,1058964.0
Sonepat,Hoshiyar Singh S/O Charan Singh,Janata Dal,5159.0,1058964.0
Sonepat,Daryao Singh,Independent,5727.0,1058964.0
Sonepat,Jai Kishan,Independent,6273.0,1058964.0
Sonepat,Naresh Kashyap,Independent,6686.0,1058964.0
Sonepat,Shanker Lal,Samajwadi Party,7247.0,1058964.0
Sonepat,Bimla Mor,All India Indira Congress (Tiwari),8638.0,1058964.0
Sonepat,Ram Kumar,Jan Parishad,15112.0,1058964.0
Sonepat,Dharam Pal Singh Malik,Indian National Congress,57615.0,1058964.0
Sonepat,Abhey Ram Dahiya,Haryana Vikas Party,151294.0,1058964.0
Sonepat,Rijaq Ram,Samata Party,182012.0,1058964.0
Sonepat,Arvind Kumar,Independent,231552.0,1058964.0
Rohtak,Satyawan,Independent,337.0,949760.0
Rohtak,Vinod Tanwar,Independent,340.0,949760.0
Rohtak,Hari Singh,Independent,389.0,949760.0
Rohtak,Jagbir,Independent,394.0,949760.0
Rohtak,Jai Bhagwan Joon,Independent,444.0,949760.0
Rohtak,Satbir,Independent,484.0,949760.0
Rohtak,Ishwar Singh,Independent,488.0,949760.0
Rohtak,Krishan Singh,Rashtriya Krantikari Dal,520.0,949760.0
Rohtak,Raj Bir Singh,Independent,550.0,949760.0
Rohtak,Ranbir Singh,Independent,708.0,949760.0
Rohtak,Santosh Singh,Jansatta Party,829.0,949760.0
Rohtak,Daya Nand,Independent,905.0,949760.0
Rohtak,Om Parkash,Independent,1113.0,949760.0
Rohtak,Ravinder Pal Singh,Independent,1142.0,949760.0
Rohtak,Harish Chander Ahlawat,Independent,1249.0,949760.0
Rohtak,Laxman Singh,Janata Dal,1505.0,949760.0
Rohtak,Dharam Pal,Independent,1563.0,949760.0
Rohtak,Bhalle Ram,Independent,1618.0,949760.0
Rohtak,Narinder,Independent,1786.0,949760.0
Rohtak,Narinder Singh,Shivsena,2079.0,949760.0
Rohtak,Ram Phal,Independent,2129.0,949760.0
Rohtak,Ashok Kumar,Independent,2452.0,949760.0
Rohtak,Raj Singh,Janata Party,2751.0,949760.0
Rohtak,Jasbir,Independent,2805.0,949760.0
Rohtak,Mangat Ram,Janhit Morcha,3450.0,949760.0
Rohtak,Joginder Singh Hooda,Independent,3645.0,949760.0
Rohtak,Hari Narain,Independent,4973.0,949760.0
Rohtak,Ranbir Singh,Independent,6164.0,949760.0
Rohtak,Ajit Singh,Arya Sabha,6367.0,949760.0
Rohtak,Nafe,Independent,8272.0,949760.0
Rohtak,Ramesh Dalal,Independent,11439.0,949760.0
Rohtak,Pardeep Kumar,Bharatiya Janata Party,158376.0,949760.0
Rohtak,Devi Lal,Samata Party,195490.0,949760.0
Rohtak,Bhupender,Indian National Congress,198154.0,949760.0
Faridabad,Zan Mohammed,Independent,457.0,1394387.0
Faridabad,Iqbal Jeet Singh,Independent,466.0,1394387.0
Faridabad,N.M.Lal,Independent,476.0,1394387.0
Faridabad,Kabir Ahmed,Independent,554.0,1394387.0
Faridabad,Umar Mohammed,Independent,604.0,1394387.0
Faridabad,Iqbal,Independent,639.0,1394387.0
Faridabad,Santosh,Independent,645.0,1394387.0
Faridabad,Rati Ram S/O Siya,Independent,668.0,1394387.0
Faridabad,Ashwani,Independent,691.0,1394387.0
Faridabad,Rishi Pal,Independent,794.0,1394387.0
Faridabad,Braham Pal Bhadana,Independent,796.0,1394387.0
Faridabad,Kasham,Independent,799.0,1394387.0
Faridabad,Mohammed Ajaz Khan,Independent,808.0,1394387.0
Faridabad,Rajesh Khurana,Independent,874.0,1394387.0
Faridabad,Mukhi Bhim Sain,Independent,882.0,1394387.0
Faridabad,Jhangi Ram,Independent,969.0,1394387.0
Faridabad,Kamal Singh,Independent,1107.0,1394387.0
Faridabad,Satbir Rawat,Independent,1111.0,1394387.0
Faridabad,Abdul Hamid,Independent,1303.0,1394387.0
Faridabad,Khem Chand,Independent,1527.0,1394387.0
Faridabad,Mamender Kumar,Independent,1581.0,1394387.0
Faridabad,Shibbu,Independent,1865.0,1394387.0
Faridabad,Jakir Hussain,Independent,2044.0,1394387.0
Faridabad,Ajmat Khan,Independent,2098.0,1394387.0
